Time, Marker, RPM, Sync status, Lost sync count, Injector duty, MAP Raw, MAP, TPS Raw, TPS, Primary Load, Secondary Load, O2 Raw, O2 Val, Coolant temperature Raw, Coolant temperature, Intake Air Temp. Raw, Intake Air Temp., Battery Voltage Raw, Battery Voltage, ADC Spare Raw 1, ADC Spare Raw 2, Pedal Pos Raw 1, Pedal Pos Raw 2, Throttle Plate Pos Raw 1, Throttle Plate Pos Raw 2, Accelerator Delta, Idle RPM Error, Airflow Est., Fuelfow Est., Water Injection Status, Current Dwell, Ign. Adv. Base Table Output, Ign. Adv. Add. Base Table Output, Ign. Adv. Knock Mod, Ignition CLT Add, Ignition IAT Add, Ign. Adv. Sec. Load Mod, Ign. Adv. Limiter Mod, Ign. Adv. ALS, AC Ctrl Adv Add, Spark Scatter Adv Add, Current Target AFR, Base VE Output, Add. Base VE Output, AE VE Added, Total VE, Base PW, Fuel CLT Mod, Fuel IAT Mod, Fuel Idle Duty Mod, Fuel Sec. Load Mod, Fuel Knock Mod, Fuel Cranking Mod, Fuel ASE Mod, Fuel Limiter Mod, Fuel Lambda Mod, Overrun Mod, Inj. Dead Time, Internal IAT Mod, AC Ctrl Mod, Cranking Fuel Mod, After-Start Fuel Mod, After-Start Decay Time, After-Start Decay Time Left, Priming Pulse, AE Trim Raw, AE RPM Clamp Trim, AE VE Trim, AE Captured Delta, AE CLT Trim, MAP Delta, TPS Delta, Hard Cut RPM Limit, Primary Fan Status, Secondary Fan Status, Table Spark Scatter Adv, Table PWM Idle, Target RPM, Idle Status, Idle PWM Duty, Idle P Comp., Idle I Comp., Idle D Comp., Target RPM Error, Batt V PWM Trim, Knock Acc. Lvl. Raw, Knock CLT Scaling, Knock Acc. Lvl., Knock Lvl. Rel., Knock Reading, Knock Status, Knock Cyl 1 Window Start, Boost Open Loop Duty, Boost Target MAP, Boost Closed Loop Init Duty, Boost Status, Final Boost PWM Duty, Boost P Comp., Boost I Comp., Boost D Comp., Boost Target Error MAP, Boost Target Gear Clamp, Alternator Ctrl. Status, Alternator Ctrl. Duty, Alt. P Comp., Alt. I Comp., Ethanol Content, Fuel Temperature, Flex Fuel - Base Comp., Flex Fuel - Aux Comp., Main - Base VE, Main - Target AFR, Main - Base Ign. Adv, Main - Boost OL Duty, Main - Boost CL Target MAP, Main - Primming Pulse, Main - Cranking Trim, Main - Idle OL Duty, Main - ASE Trim, Aux - Base VE, Aux - Target AFR, Aux - Base Ign. Adv, Aux - Boost OL Duty, Aux - Boost CL Target MAP, Aux - Primming Pulse, Aux - Cranking Trim, Aux - Idle OL Duty, Aux - ASE Trim, WBO2 Curr. AFR, AFR Error, WB LTT Trim, Lambda Status, LTT Status, LTT Conf. Lvl., LTT Store Tmr., DBW Status, DBW Sens. Status, Calc. Pedal Pos., DBW PWM Duty, P Comp., I Comp, D Comp, Target TPPS Err., Target TPPS, Throttle Pos. 1, Throttle Pos. 2, Pedal Pos. 1, Pedal Pos. 2, AC Status, Veh. speed, Current Gear, Calc. Veh. Speed, Overrun Status, VICS Status, Purge Valve Status, Cylinder Trim 1, Cylinder Trim 2, Cylinder Trim 3, Cylinder Trim 4, LC Status, ALS Status, LC/ALS Switch Status, VVT Status, VVT Duty, CAM Curr. Adv., CAM Target Adv., VVT P Comp., VVT I Comp., Sel. Map Boost, Sel. Map Ign., Sel. Map Inj., Table OL Duty 1, Table OL Duty 2, Table CL Target 1, Table CL Target 2, Table Ign Adv. Base 1, Table Ign Adv. Base 2, Table Inj. VE Base 1, Table Inj. VE Base 2, DL Status, DL - Seconds left in log, DL - Switch status, Ignition Adv. Angle (Final), Ignition Dwell, Injection Angle, Injector Pulse Width, Crank IRQs, CAM IRQs, Debug 1, Debug 2, Debug 3, Debug 4, Inj Max Duty Count, Trigger - Filtered IRQs, Btn 1 Raw, Btn 1 Val, Btn 2 Raw, Btn 2 Val, Btn 3 Raw, Btn 3 Val, Dummy
3.24,0,990.00,2.00,3.00,0.63,5225.00,23.74,5919.00,0.00,23.74,0.00,19358.00,1.48,5702.00,80.00,30837.00,28.00,30450.00,13.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.96,0.95,0.00,3.00,15.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,-5.00,14.90,71.00,0.00,0.00,71.00,0.76,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.16,0.98,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,6.00,1.00,0.00,0.00,7200.00,0.00,0.00,-5.00,32.63,950.00,5.00,30.24,0.00,0.67,0.00,40.00,1.00,6000.00,6000.00,6000.00,0.00,0.00,1.00,530.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,-76.00,0.00,3.00,40.00,0.00,0.00,0.00,-81.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.79,3.11,1.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,30.89,25.33,20.00,-0.01,0.27,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.57,3.00,360.00,1.92,66502.00,24937.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
3.28,0,990.00,2.00,3.00,0.63,5187.00,23.72,5937.00,0.00,23.72,0.00,19380.00,1.48,5696.00,80.00,30840.00,28.00,30427.00,13.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.96,0.95,0.00,3.00,15.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,-5.00,14.90,71.00,0.00,0.00,71.00,0.76,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.16,0.98,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,6.00,1.00,0.00,0.00,7200.00,0.00,0.00,-5.00,32.62,950.00,5.00,30.24,0.00,0.66,0.00,40.00,1.00,6000.00,6000.00,6000.00,0.00,0.00,1.00,530.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,-76.00,0.00,3.00,40.00,0.00,0.00,0.00,-81.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.80,3.10,1.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,31.04,24.19,20.00,-0.01,0.27,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.56,3.00,360.00,1.93,66508.00,24940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
3.33,0,990.00,2.00,3.00,0.63,5187.00,23.72,5937.00,0.00,23.72,0.00,19380.00,1.48,5696.00,80.00,30840.00,28.00,30427.00,13.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.96,0.95,0.00,3.00,15.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,-5.00,14.90,71.00,0.00,0.00,71.00,0.76,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.16,0.98,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,6.00,1.00,0.00,0.00,7200.00,0.00,0.00,-5.00,32.62,950.00,5.00,30.24,0.00,0.66,0.00,40.00,1.00,6000.00,6000.00,6000.00,0.00,0.00,1.00,530.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,-76.00,0.00,3.00,40.00,0.00,0.00,0.00,-81.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.80,3.10,1.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,31.04,24.19,20.00,-0.01,0.27,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.56,3.00,360.00,1.93,66508.00,24940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
3.38,0,993.00,2.00,3.00,0.63,5221.00,23.72,5928.00,0.00,23.72,0.00,19446.00,1.48,5677.00,80.00,30819.00,28.00,30477.00,13.81,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00,2.96,0.95,0.00,3.00,15.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,-5.00,14.90,71.00,0.00,0.00,71.00,0.76,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.16,0.98,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,6.00,1.00,-1.00,0.00,7200.00,0.00,0.00,-5.00,32.61,950.00,5.00,30.23,0.00,0.66,0.00,43.00,1.00,6000.00,6000.00,6000.00,0.00,0.00,1.00,530.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,-76.00,0.00,3.00,30.00,0.00,0.00,0.00,-81.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.81,3.09,1.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,30.93,24.65,20.00,-0.01,0.27,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.44,3.00,360.00,1.92,66515.00,24942.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
3.42,0,993.00,2.00,3.00,0.63,5221.00,23.72,5928.00,0.00,23.72,0.00,19446.00,1.48,5677.00,80.00,30819.00,28.00,30477.00,13.81,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00,2.96,0.95,0.00,3.00,15.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,-5.00,14.90,71.00,0.00,0.00,71.00,0.76,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.16,0.98,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,6.00,1.00,-1.00,0.00,7200.00,0.00,0.00,-5.00,32.61,950.00,5.00,30.23,0.00,0.66,0.00,43.00,1.00,6000.00,6000.00,6000.00,0.00,0.00,1.00,530.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,-76.00,0.00,3.00,30.00,0.00,0.00,0.00,-81.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.81,3.09,1.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,30.93,24.65,20.00,-0.01,0.27,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.44,3.00,360.00,1.92,66515.00,24942.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
3.47,0,1000.00,2.00,3.00,0.64,5251.00,23.77,5936.00,0.00,23.77,0.00,19475.00,1.49,5683.00,80.00,30826.00,28.00,30612.00,13.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.04,0.98,0.00,3.00,15.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,-5.00,14.90,71.00,0.00,1.26,72.26,0.78,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.15,0.98,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.02,4.00,1.00,0.00,0.00,7200.00,0.00,0.00,-5.00,32.61,950.00,5.00,30.22,0.00,0.66,0.00,50.00,1.00,6000.00,6000.00,6000.00,0.00,0.00,1.00,530.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,-76.00,0.00,3.00,30.00,0.00,0.00,0.00,-81.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.82,3.08,1.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,31.12,23.28,20.00,-0.01,0.27,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.15,3.00,360.00,1.93,66521.00,24945.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
3.52,0,1000.00,2.00,3.00,0.64,5251.00,23.77,5936.00,0.00,23.77,0.00,19475.00,1.49,5683.00,80.00,30826.00,28.00,30612.00,13.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.04,0.98,0.00,3.00,15.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,-5.00,14.90,71.00,0.00,1.26,72.26,0.78,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.15,0.98,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.02,4.00,1.00,0.00,0.00,7200.00,0.00,0.00,-5.00,32.61,950.00,5.00,30.22,0.00,0.66,0.00,50.00,1.00,6000.00,6000.00,6000.00,0.00,0.00,1.00,530.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,-76.00,0.00,3.00,30.00,0.00,0.00,0.00,-81.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.82,3.08,1.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,31.12,23.28,20.00,-0.01,0.27,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.15,3.00,360.00,1.93,66521.00,24945.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
3.56,0,1000.00,2.00,3.00,0.64,5251.00,23.77,5936.00,0.00,23.77,0.00,19475.00,1.49,5683.00,80.00,30826.00,28.00,30612.00,13.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.04,0.98,0.00,3.00,15.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,-5.00,14.90,71.00,0.00,1.26,72.26,0.78,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.15,0.98,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.02,4.00,1.00,0.00,0.00,7200.00,0.00,0.00,-5.00,32.61,950.00,5.00,30.22,0.00,0.66,0.00,50.00,1.00,6000.00,6000.00,6000.00,0.00,0.00,1.00,530.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,-76.00,0.00,3.00,30.00,0.00,0.00,0.00,-81.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.82,3.08,1.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,31.12,23.28,20.00,-0.01,0.27,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.15,3.00,360.00,1.93,66521.00,24945.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
3.61,0,1006.00,2.00,3.00,0.64,5159.00,23.76,5917.00,0.00,23.76,0.00,19692.00,1.50,5653.00,80.00,30897.00,28.00,30442.00,13.80,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3.01,0.97,0.00,3.00,15.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,-6.00,14.90,71.00,0.00,0.00,71.00,0.76,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.16,0.98,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,4.00,1.00,1.00,0.00,7200.00,0.00,0.00,-6.00,32.59,950.00,5.00,30.21,0.00,0.66,0.00,56.00,1.00,6000.00,6000.00,6000.00,0.00,0.00,1.00,531.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,-76.00,0.00,3.00,40.00,0.00,0.00,0.00,-81.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.87,3.03,1.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,31.15,22.96,20.00,-0.01,0.27,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.91,3.00,360.00,1.93,66528.00,24948.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
3.66,0,1006.00,2.00,3.00,0.64,5159.00,23.76,5917.00,0.00,23.76,0.00,19692.00,1.50,5653.00,80.00,30897.00,28.00,30442.00,13.80,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3.01,0.97,0.00,3.00,15.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,-6.00,14.90,71.00,0.00,0.00,71.00,0.76,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.16,0.98,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,4.00,1.00,1.00,0.00,7200.00,0.00,0.00,-6.00,32.59,950.00,5.00,30.21,0.00,0.66,0.00,56.00,1.00,6000.00,6000.00,6000.00,0.00,0.00,1.00,531.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,-76.00,0.00,3.00,40.00,0.00,0.00,0.00,-81.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.87,3.03,1.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,31.15,22.96,20.00,-0.01,0.27,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.91,3.00,360.00,1.93,66528.00,24948.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
3.71,0,1007.00,2.00,3.00,0.64,5170.00,23.76,5921.00,0.00,23.76,0.00,19674.00,1.50,5685.00,80.00,30898.00,28.00,30670.00,13.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.01,0.97,0.00,3.00,15.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,-6.00,14.90,71.00,0.00,0.00,71.00,0.76,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.15,0.98,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,7200.00,0.00,0.00,-6.00,32.61,950.00,5.00,30.20,0.00,0.66,0.00,57.00,1.00,6000.00,6000.00,6000.00,0.00,0.00,1.00,531.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,-76.00,0.00,3.00,30.00,0.00,0.00,0.00,-81.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.87,3.03,1.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,31.13,22.96,20.00,-0.01,0.27,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.84,3.00,360.00,1.91,66535.00,24949.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
3.75,0,1007.00,2.00,3.00,0.64,5170.00,23.76,5921.00,0.00,23.76,0.00,19674.00,1.50,5685.00,80.00,30898.00,28.00,30670.00,13.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.01,0.97,0.00,3.00,15.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,-6.00,14.90,71.00,0.00,0.00,71.00,0.76,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.15,0.98,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,7200.00,0.00,0.00,-6.00,32.61,950.00,5.00,30.20,0.00,0.66,0.00,57.00,1.00,6000.00,6000.00,6000.00,0.00,0.00,1.00,531.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,-76.00,0.00,3.00,30.00,0.00,0.00,0.00,-81.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.87,3.03,1.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,31.13,22.96,20.00,-0.01,0.27,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.84,3.00,360.00,1.91,66535.00,24949.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
3.80,0,1002.00,2.00,3.00,0.63,5213.00,23.74,5909.00,0.00,23.74,0.00,19789.00,1.51,5683.00,80.00,30846.00,28.00,30645.00,13.89,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00,2.99,0.96,0.00,3.00,15.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,-5.00,14.90,71.00,0.00,0.00,71.00,0.76,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.15,0.98,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,4.00,1.00,-1.00,0.00,7200.00,0.00,0.00,-5.00,32.61,950.00,5.00,30.19,0.00,0.66,0.00,52.00,1.00,6000.00,6000.00,6000.00,0.00,0.00,1.00,530.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,-76.00,0.00,3.00,40.00,0.00,0.00,0.00,-81.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.89,3.01,1.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,31.07,23.17,20.00,-0.01,0.27,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.06,3.00,360.00,1.91,66541.00,24952.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
3.85,0,1002.00,2.00,3.00,0.63,5213.00,23.74,5909.00,0.00,23.74,0.00,19789.00,1.51,5683.00,80.00,30846.00,28.00,30645.00,13.89,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00,2.99,0.96,0.00,3.00,15.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,-5.00,14.90,71.00,0.00,0.00,71.00,0.76,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.15,0.98,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,4.00,1.00,-1.00,0.00,7200.00,0.00,0.00,-5.00,32.61,950.00,5.00,30.19,0.00,0.66,0.00,52.00,1.00,6000.00,6000.00,6000.00,0.00,0.00,1.00,530.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,-76.00,0.00,3.00,40.00,0.00,0.00,0.00,-81.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.89,3.01,1.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,31.07,23.17,20.00,-0.01,0.27,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.06,3.00,360.00,1.91,66541.00,24952.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
