Tune Datalog export of DL
Tune file: Race map for Sunday - TPS disabled4.bin
Total Frames: 7976
Duration :00:04:59.547
Frame,Duration,RPM,VSS(kmh),Gear,MAP(mBar),Boost(psi),PA(mBar),TPS(%),TPS Voltage(v),INJ Duration(ms),INJ Duty(%),Fuel Value,IGN Table(degrees),IGN Final(degrees),ECT(C),IAT(C),A/F Ratio,D14(v),BAT Voltage(v),ELD Voltage(v),MAP Voltage(v),MIL
3799,141.231,3161,73,4,214,0,4082,0,0.47,0.36,1.00,111.50,36.75,37.25,101,49,12.48,1.49,13.96,4.57,0.22,OFF
3800,141.26,3161,72,4,214,0,4082,0,0.47,0.36,1.00,111.50,36.75,37.25,101,49,15.55,2.86,13.96,4.55,0.22,OFF
3801,141.307,3119,71,4,214,0,4082,0,0.47,0.36,1.00,111.50,36.50,37.00,101,49,14.76,2.53,13.96,4.55,0.22,OFF
3802,141.339,3104,71,4,214,0,4082,0,0.47,0.36,1.00,111.50,36.50,37.00,101,49,15.60,2.88,14.06,4.55,0.22,OFF
3803,141.385,3125,71,4,214,0,4082,0,0.47,0.36,1.00,111.25,36.75,37.25,101,49,11.05,0.80,14.06,4.55,0.22,OFF
3804,141.406,3156,73,4,214,0,4082,0,0.47,0.36,1.00,111.25,36.75,37.25,101,49,11.24,0.88,14.06,4.57,0.22,OFF
3805,141.435,3145,72,4,214,0,4082,0,0.47,0.36,1.00,111.25,36.75,37.25,101,49,10.95,0.75,14.06,4.55,0.22,OFF
3806,141.482,3094,71,4,214,0,4082,0,0.47,0.36,1.00,111.25,36.50,37.00,101,49,11.74,1.12,14.06,4.55,0.22,OFF
3807,141.512,3130,71,4,214,0,4082,0,0.47,0.36,1.00,111.25,36.75,37.25,101,49,11.66,1.08,13.87,4.55,0.22,OFF
3808,141.561,3073,71,4,214,0,4082,0,0.47,0.36,1.00,111.75,36.25,36.75,101,49,10.95,0.75,13.87,4.57,0.22,OFF
3809,141.593,3130,71,4,214,0,4082,0,0.47,0.36,1.00,111.75,36.50,37.00,101,49,11.54,1.02,13.87,4.55,0.22,OFF
3810,141.64,3078,74,4,214,0,4082,0,0.47,0.36,1.00,111.75,36.75,36.75,101,49,11.09,0.82,13.87,4.55,0.22,OFF
3811,141.675,3104,71,4,214,0,4082,0,0.47,0.36,1.00,111.75,36.50,37.00,101,49,11.74,1.12,13.96,4.55,0.22,OFF
3812,141.724,3140,70,4,214,0,4082,0,0.47,0.36,1.00,111.50,36.25,37.25,101,49,15.69,2.92,13.96,4.55,0.22,OFF
3813,141.755,3104,71,4,214,0,4082,0,0.47,0.36,1.00,111.50,36.50,37.00,101,49,16.27,3.16,13.96,4.55,0.22,OFF
3814,141.801,3078,71,4,214,0,4082,0,0.47,0.36,1.00,111.50,36.25,36.75,101,49,15.89,3.00,13.96,4.55,0.22,OFF
3815,141.833,3114,70,4,214,0,4082,0,0.47,0.36,1.00,111.50,36.50,37.00,101,49,15.55,2.86,13.87,4.55,0.22,OFF
3816,141.881,3104,71,4,214,0,4082,0,0.47,0.36,1.00,111.75,36.50,37.00,101,49,15.55,2.86,13.87,4.57,0.22,OFF
3817,141.913,3114,71,4,214,0,4082,0,0.47,0.36,1.00,111.75,36.25,36.75,101,49,15.50,2.84,13.87,4.55,0.22,OFF
3818,141.962,3078,71,4,214,0,4082,0,0.47,0.36,1.00,111.25,36.25,36.75,101,49,16.36,3.20,14.06,4.57,0.22,OFF
3819,142,3083,70,4,214,0,4082,0,0.47,0.36,1.00,111.25,36.25,36.75,101,49,15.50,2.84,13.96,4.57,0.22,OFF
3820,142.043,3048,71,4,214,0,4082,0,0.47,0.36,1.00,111.50,36.00,36.50,101,49,15.31,2.76,13.96,4.55,0.22,OFF
3821,142.075,3033,70,4,214,0,4082,0,0.47,0.36,1.00,111.50,36.00,36.50,101,49,15.74,2.94,14.06,4.55,0.22,OFF
3822,142.107,3000,70,4,214,0,4082,0,0.47,0.36,1.00,111.50,36.00,36.50,101,49,15.89,3.00,14.06,4.55,0.22,OFF
3823,142.139,3048,70,4,214,0,4082,0,0.47,0.36,1.00,111.25,36.25,36.75,101,49,16.41,3.22,14.06,4.57,0.22,OFF
3824,142.168,3063,69,4,214,0,4082,0,0.47,0.36,1.00,111.25,36.25,36.75,101,49,15.50,2.84,13.87,4.55,0.22,OFF
3825,142.217,3043,70,4,214,0,4082,0,0.47,0.36,1.00,111.75,36.25,36.75,101,49,16.36,3.20,13.87,4.55,0.22,OFF
3826,142.248,3019,69,4,214,0,4082,0,0.47,0.36,1.00,111.75,36.00,36.50,101,49,15.60,2.88,13.87,4.55,0.22,OFF
3827,142.298,3058,69,4,214,0,4082,0,0.47,0.36,1.00,111.75,36.25,36.75,101,49,15.19,2.71,13.87,4.57,0.22,OFF
3828,142.328,3043,69,4,214,0,4082,0,0.47,0.36,1.00,111.75,36.25,36.75,101,49,15.55,2.86,14.06,4.57,0.22,OFF
3829,142.379,3033,69,4,214,0,4082,0,0.47,0.36,1.00,111.25,36.00,36.50,101,49,16.08,3.08,14.06,4.55,0.22,OFF
3830,142.408,3053,69,4,214,0,4082,0,0.47,0.36,1.00,111.25,36.25,36.75,101,49,15.89,3.00,13.96,4.55,0.22,OFF
3831,142.458,3000,69,4,214,0,4082,0,0.47,0.36,1.00,111.50,36.00,36.50,101,49,15.29,2.75,13.96,4.55,0.22,OFF
3832,142.489,3000,70,4,214,0,4082,0,0.47,0.36,1.00,111.50,36.00,36.50,101,49,16.13,3.10,13.96,4.55,0.22,OFF
3833,142.538,3058,69,4,214,0,4082,0,0.47,0.36,1.00,111.25,36.25,36.75,101,49,16.53,3.27,13.96,4.57,0.22,OFF
3834,142.57,3043,69,4,214,0,4082,0,0.47,0.36,1.00,111.50,36.25,36.75,101,49,16.53,3.27,13.87,4.55,0.22,OFF
3835,142.602,3024,69,4,214,0,4082,0,0.47,0.36,1.00,111.50,36.00,36.50,101,49,16.13,3.10,13.87,4.57,0.22,OFF
3836,142.632,2995,68,4,214,0,4082,0,0.47,0.36,1.00,111.75,35.75,36.25,101,49,15.55,2.86,13.87,4.57,0.22,OFF
3837,142.683,2985,69,4,214,0,4082,0,0.47,0.36,1.00,111.25,36.00,36.25,101,49,17.30,3.88,13.96,4.55,0.22,OFF
3838,142.713,2985,68,4,214,0,4082,0,0.47,0.36,1.00,111.50,35.75,36.25,101,49,17.30,3.88,13.96,4.57,0.22,OFF
3839,142.745,2980,69,4,214,0,4082,0,0.47,0.36,1.00,111.25,35.50,36.00,101,49,17.30,3.88,14.06,4.55,0.22,OFF
3840,142.794,2948,68,4,214,0,4082,0,0.47,0.36,1.00,111.25,35.50,36.00,101,49,16.13,3.10,14.06,4.57,0.22,OFF
3841,142.825,3024,67,4,214,0,4082,0,0.47,0.36,1.00,111.25,36.00,36.50,101,49,16.41,3.22,13.96,4.55,0.22,OFF
3842,142.874,2943,68,4,214,0,4082,0,0.47,0.36,1.00,114.75,35.50,36.00,101,49,15.74,2.94,13.96,4.57,0.22,OFF
3843,142.905,2925,68,4,214,0,4082,0,0.47,0.36,1.00,111.25,35.50,36.00,101,49,16.13,3.10,13.96,4.55,0.22,OFF
3844,142.953,2962,68,4,214,0,4082,0,0.47,0.36,1.00,111.25,35.50,36.00,101,49,16.58,3.29,13.96,4.57,0.22,OFF
3845,142.983,2948,67,4,214,0,4082,0,0.47,0.36,1.00,111.25,35.50,36.00,101,49,16.48,3.25,13.96,4.55,0.22,OFF
3846,143.018,2943,67,4,214,0,4082,0,0.47,0.36,1.00,111.25,35.50,36.00,101,49,17.30,3.88,13.96,4.55,0.22,OFF
3847,143.048,2943,67,4,214,0,4082,0,0.47,0.36,1.00,111.25,35.50,36.00,101,49,17.30,3.88,13.96,4.55,0.22,OFF
3848,143.069,2929,67,4,214,0,4082,0,0.47,0.36,1.00,111.25,35.50,35.75,101,49,17.30,3.88,13.96,4.55,0.22,OFF
3849,143.099,2902,68,4,214,0,4082,0,0.47,0.36,1.00,111.50,35.75,36.25,101,49,17.30,3.88,13.96,4.55,0.22,OFF
3850,143.129,2920,68,4,214,0,4082,0,0.47,0.36,1.00,111.25,35.50,36.00,101,49,17.30,3.88,13.96,4.57,0.22,OFF
3851,143.159,2916,67,4,214,0,4082,0,0.47,0.36,1.00,111.25,35.50,36.00,101,49,17.30,3.88,13.87,4.55,0.22,OFF
3852,143.208,2916,66,4,230,0,4082,0,0.47,0.37,1.00,115.00,35.50,36.00,101,49,17.30,3.88,13.87,4.57,0.24,OFF
3853,143.239,2911,66,4,230,0,4082,0,0.47,0.37,1.00,115.00,35.50,36.00,101,49,16.68,3.33,14.06,4.55,0.24,OFF
3854,143.268,2893,66,4,214,0,4082,0,0.47,0.36,1.00,111.00,35.25,35.75,101,49,15.55,2.86,14.06,4.55,0.22,OFF
3855,143.299,2840,67,4,230,0,4082,0,0.47,0.36,1.00,114.50,34.75,35.25,101,49,15.36,2.78,14.06,4.55,0.24,OFF
3856,143.331,2889,66,4,214,0,4082,0,0.47,0.36,1.00,111.00,35.25,35.75,101,49,16.08,3.08,13.96,4.55,0.22,OFF
3857,143.379,2862,67,4,230,0,4082,0,0.47,0.36,1.00,114.50,35.00,35.50,101,49,16.13,3.10,13.96,4.55,0.24,OFF
3858,143.409,2884,66,4,230,0,4082,0,0.47,0.36,1.00,114.75,35.00,35.75,101,49,16.08,3.08,14.06,4.55,0.24,OFF
3859,143.46,2840,65,4,230,0,4082,0,0.47,0.36,1.00,114.25,34.75,35.25,101,49,16.13,3.10,14.06,4.57,0.24,OFF
3860,143.489,2836,65,4,230,0,4082,0,0.47,0.36,1.00,114.25,34.75,35.25,101,49,15.89,3.00,13.87,4.55,0.24,OFF
3861,143.538,2828,66,4,230,0,4082,0,0.47,0.36,1.00,114.75,34.75,35.25,101,49,15.65,2.90,13.87,4.57,0.24,OFF
3862,143.57,2790,65,4,230,0,4082,0,0.47,0.36,1.00,114.75,34.75,35.25,101,49,15.98,3.04,13.87,4.55,0.24,OFF
3863,143.618,2790,64,4,230,0,4082,0,0.47,0.36,1.00,114.75,34.75,35.25,101,49,16.48,3.25,13.87,4.55,0.24,OFF
3864,143.649,2811,64,4,230,0,4082,0,0.47,0.36,1.00,114.75,34.50,35.00,101,49,16.13,3.10,13.87,4.55,0.24,OFF
3865,143.698,2765,64,4,230,0,4082,0,0.47,0.36,1.00,114.75,34.50,35.00,101,49,16.13,3.10,13.87,4.55,0.24,OFF
3866,143.729,2773,64,4,230,0,4082,0,0.47,0.36,1.00,114.50,34.50,35.00,101,49,16.53,3.27,13.96,4.55,0.24,OFF
3867,143.777,2781,63,4,230,0,4082,0,0.47,0.36,1.00,114.25,34.75,35.25,101,49,16.48,3.25,13.96,4.57,0.24,OFF
3868,143.809,2761,63,4,230,0,4082,0,0.47,0.36,1.00,114.25,34.50,35.00,101,49,16.27,3.16,13.96,4.55,0.24,OFF
3869,143.843,2757,63,4,230,0,4082,0,0.47,0.36,1.00,114.25,34.50,35.00,101,49,16.41,3.22,13.96,4.57,0.24,OFF
3870,143.874,2737,62,4,230,0,4082,0,0.47,0.36,1.00,114.25,34.25,34.75,101,49,16.41,3.22,13.96,4.55,0.24,OFF
3871,143.905,2729,63,4,230,0,4082,0,0.47,0.36,1.00,114.25,34.25,34.75,101,49,16.46,3.24,14.06,4.55,0.24,OFF
3872,143.939,2709,62,4,230,0,4082,0,0.47,0.36,1.00,114.00,34.00,34.50,101,49,16.53,3.27,14.06,4.57,0.24,OFF
3873,143.971,2713,63,4,230,0,4082,0,0.47,0.36,1.00,114.00,34.00,34.50,101,49,15.79,2.96,13.87,4.55,0.24,OFF
3874,144.002,2705,62,4,230,0,4082,0,0.47,0.36,1.00,114.50,34.00,34.50,101,49,16.08,3.08,13.87,4.55,0.24,OFF
3875,144.049,2670,62,4,230,0,4082,0,0.47,0.36,1.00,114.25,34.00,34.50,101,49,16.08,3.08,13.96,4.57,0.24,OFF
3876,144.08,2659,61,4,230,0,4082,0,0.47,0.36,1.00,114.00,34.00,34.50,101,49,15.74,2.94,13.96,4.55,0.24,OFF
3877,144.129,2713,61,4,246,0,4082,0,0.47,0.37,1.00,117.75,34.00,34.50,101,49,16.63,3.31,13.96,4.55,0.25,OFF
3878,144.163,2667,62,4,230,0,4082,0,0.47,0.36,1.00,114.00,34.00,34.50,101,49,16.08,3.08,13.96,4.55,0.24,OFF
3879,144.214,2618,60,4,246,0,4082,0,0.47,0.37,1.00,117.50,33.50,34.00,101,49,15.93,3.02,14.06,4.55,0.25,OFF
3880,144.242,2596,60,4,246,0,4082,0,0.47,0.37,1.00,117.50,33.50,34.00,101,49,16.32,3.18,14.06,4.55,0.25,OFF
3881,144.276,2629,60,4,246,0,4082,0,0.47,0.37,1.00,117.50,33.75,34.25,101,49,16.48,3.25,14.06,4.55,0.25,OFF
3882,144.306,2644,60,4,246,0,4082,0,0.47,0.37,1.00,117.50,33.75,34.25,101,49,16.22,3.14,13.87,4.57,0.25,OFF
3883,144.336,2622,60,4,246,0,4082,0,0.47,0.38,1.00,118.00,33.50,34.00,101,50,15.89,3.00,13.87,4.55,0.25,OFF
3884,144.387,2604,60,4,246,0,4082,0,0.47,0.37,1.00,117.75,33.50,34.00,101,50,15.14,2.69,13.87,4.55,0.25,OFF
3885,144.417,2607,60,4,246,0,4082,0,0.47,0.38,1.00,118.00,33.50,34.00,101,50,16.08,3.08,13.87,4.55,0.25,OFF
3886,144.466,2633,60,4,246,0,4082,0,0.47,0.38,1.00,118.00,33.75,34.25,101,50,16.53,3.27,13.87,4.55,0.25,OFF
3887,144.496,2615,60,4,246,0,4082,0,0.47,0.38,1.00,118.00,33.50,34.00,101,49,16.46,3.24,13.87,4.55,0.25,OFF
3888,144.546,2589,60,4,246,0,4082,0,0.47,0.37,1.00,117.75,33.25,33.75,101,49,15.69,2.92,13.96,4.57,0.25,OFF
3889,144.577,2586,60,4,246,0,4082,0,0.47,0.37,1.00,117.50,33.25,33.75,101,49,16.32,3.18,13.96,4.55,0.25,OFF
3890,144.624,2589,59,4,246,0,4082,0,0.47,0.37,1.00,117.50,33.25,33.75,101,49,16.32,3.18,13.96,4.55,0.25,OFF
3891,144.644,2568,59,4,246,0,4082,0,0.47,0.37,1.00,117.50,33.25,33.75,101,49,15.50,2.84,13.96,4.57,0.25,OFF
3892,144.673,2547,59,4,246,0,4082,0,0.47,0.37,1.00,117.25,33.00,33.50,101,49,16.48,3.25,13.96,4.57,0.25,OFF
3893,144.721,2520,59,4,246,0,4082,0,0.47,0.37,1.00,117.25,33.00,33.50,101,49,15.31,2.76,13.96,4.57,0.25,OFF
3894,144.754,2503,58,4,246,0,4082,0,0.47,0.37,1.00,117.25,33.00,33.50,101,49,13.49,2.00,13.96,4.57,0.25,OFF
3895,144.802,2523,58,4,246,0,4082,0,0.47,0.37,1.00,117.25,33.00,33.50,101,49,13.31,1.92,13.96,4.55,0.25,OFF
3896,144.832,2516,58,4,246,0,4082,0,0.47,0.37,1.00,117.25,33.00,33.50,101,49,13.11,1.82,13.96,4.57,0.25,OFF
3897,144.886,2480,57,4,246,0,4082,0,0.47,0.37,1.00,117.25,32.75,33.25,101,49,16.17,3.12,13.96,4.57,0.25,OFF
3898,144.929,2476,57,4,246,0,4082,0,0.47,0.37,1.00,117.00,32.50,33.00,101,50,16.13,3.10,13.96,4.55,0.25,OFF
3899,144.962,2480,57,4,263,0,4082,0,0.47,0.39,1.00,121.00,32.75,33.25,101,50,13.27,1.90,13.96,4.55,0.27,OFF
3900,144.992,2480,56,4,263,0,4082,0,0.47,0.39,1.00,121.00,32.25,32.75,101,49,12.36,1.43,13.96,4.55,0.27,OFF
3901,145.024,2457,56,4,263,0,4082,0,0.47,0.38,1.00,120.25,32.25,32.75,101,49,12.68,1.59,14.06,4.55,0.27,OFF
3902,145.073,2500,57,4,263,0,4082,0,0.47,0.39,1.00,121.00,33.00,33.50,101,50,12.40,1.45,14.06,4.55,0.27,OFF
3903,145.104,2496,56,4,263,0,4082,0,0.47,0.38,1.00,120.50,32.75,33.25,101,50,12.71,1.61,13.87,4.55,0.27,OFF
3904,145.154,2473,56,4,263,0,4082,0,0.47,0.39,1.00,121.00,32.25,33.00,101,50,12.08,1.29,13.87,4.57,0.27,OFF
3905,145.186,2463,56,4,263,0,4082,0,0.47,0.38,1.00,120.50,31.75,32.75,101,50,12.08,1.29,13.87,4.57,0.27,OFF
3906,145.233,2450,56,4,263,0,4082,0,0.47,0.38,1.00,120.50,32.25,32.75,101,50,12.52,1.51,13.87,4.55,0.27,OFF
3907,145.265,2467,56,4,263,0,4082,0,0.47,0.38,1.00,120.50,32.25,32.75,101,50,12.52,1.51,13.87,4.55,0.27,OFF
3908,145.312,2447,56,4,263,0,4082,0,0.47,0.38,1.00,120.50,32.25,32.75,101,50,12.52,1.51,13.96,4.55,0.27,OFF
3909,145.332,2419,56,4,263,0,4082,0,0.47,0.38,1.00,120.00,31.75,32.25,101,50,12.04,1.27,13.96,4.55,0.27,OFF
3910,145.362,2441,56,4,263,0,4082,0,0.47,0.38,1.00,120.50,32.25,32.75,101,50,12.52,1.51,13.87,4.55,0.27,OFF
3911,145.41,2435,56,4,263,0,4082,0,0.47,0.38,1.00,120.25,32.00,32.50,101,50,11.74,1.12,13.87,4.55,0.27,OFF
3912,145.442,2419,56,4,263,0,4082,0,0.47,0.38,1.00,120.25,32.25,32.75,101,50,11.42,0.96,13.96,4.55,0.27,OFF
3913,145.492,2410,55,4,263,0,4082,0,0.47,0.38,1.00,120.00,31.75,32.25,101,50,12.20,1.35,13.96,4.55,0.27,OFF
3914,145.524,2425,55,4,263,0,4082,0,0.47,0.38,1.00,120.00,31.75,32.25,101,50,11.82,1.16,13.96,4.55,0.27,OFF
3915,145.569,2438,55,4,263,0,4082,0,0.47,0.38,1.00,120.50,32.25,32.75,101,50,11.74,1.12,13.96,4.55,0.27,OFF
3916,145.601,2438,55,4,263,0,4082,0,0.47,0.38,1.00,120.50,32.25,32.75,101,50,11.46,0.98,14.06,4.55,0.27,OFF
3917,145.65,2413,56,4,263,0,4082,0,0.47,0.38,1.00,119.75,31.75,32.25,101,50,11.09,0.82,14.06,4.57,0.27,OFF
3918,145.682,2406,55,4,669,0,4082,31,1.73,0.64,1.00,201.50,25.75,12.50,101,50,11.58,1.04,13.96,4.57,0.76,OFF
3919,145.729,2370,55,4,1043,0.44,4082,101,4.55,1.16,2.00,363.75,16.75,17.25,101,50,11.46,0.98,13.96,4.55,1.22,OFF
3920,145.759,2547,55,4,1043,0.44,4082,101,4.55,1.13,2.00,354.00,18.00,7.00,101,50,11.58,1.04,14.06,4.55,1.22,OFF
3921,145.825,3384,55,3,815,0,4082,0,0.47,0.79,2.00,246.00,28.50,29.00,101,50,11.09,0.82,14.06,4.55,0.94,OFF
3922,145.855,3478,55,3,685,0,4082,0,0.47,0.70,2.00,220.00,30.50,31.00,101,50,10.92,0.73,14.16,4.55,0.78,OFF
3923,145.921,3898,55,2,376,0,4082,0,0.47,0.48,2.00,151.75,41.25,41.75,101,50,17.30,3.84,13.96,4.55,0.41,OFF
3924,145.952,3906,55,2,344,0,4082,0,0.47,0.45,1.00,141.50,41.50,42.00,101,50,17.30,3.88,13.96,4.55,0.37,OFF
3925,145.983,3890,55,2,295,0,4082,0,0.47,0.42,1.00,130.75,41.25,41.75,101,50,17.30,3.88,13.96,4.55,0.31,OFF
3926,146.018,3881,55,2,263,0,4082,0,0.47,0.39,1.00,121.50,41.25,41.75,101,50,16.77,3.37,13.96,4.55,0.27,OFF
3927,146.048,3865,55,2,246,0,4082,0,0.47,0.37,1.00,117.25,41.00,41.50,101,50,15.41,2.80,13.96,4.57,0.25,OFF
3928,146.097,3742,54,2,230,0,4082,0,0.47,0.36,1.00,113.50,40.25,40.75,101,50,16.48,3.25,13.96,4.55,0.24,OFF
3929,146.127,3720,54,2,230,0,4082,0,0.47,0.36,1.00,113.50,39.75,40.75,101,50,15.89,3.00,13.96,4.55,0.24,OFF
3930,146.176,3564,54,3,230,0,4082,0,0.47,0.36,1.00,114.75,39.25,39.75,101,50,15.65,2.90,14.06,4.55,0.24,OFF
3931,146.207,3354,54,3,230,0,4082,0,0.47,0.36,1.00,111.25,38.00,38.50,101,50,15.24,2.73,14.06,4.55,0.24,OFF
3932,146.256,2753,54,3,230,0,4082,0,0.47,0.36,1.00,114.25,34.50,35.00,101,50,16.36,3.20,13.87,4.57,0.24,OFF
3933,146.288,2648,53,3,230,0,4082,0,0.47,0.36,1.00,114.00,33.75,34.25,101,50,16.13,3.10,13.87,4.57,0.24,OFF
3934,146.337,2769,54,3,230,0,4082,0,0.47,0.36,1.00,114.25,34.50,35.00,101,50,16.27,3.16,13.87,4.55,0.24,OFF
3935,146.368,2980,54,3,230,0,4082,0,0.47,0.37,1.00,115.25,35.75,36.25,101,50,16.53,3.27,13.87,4.55,0.24,OFF
3936,146.417,2929,54,3,230,0,4082,0,0.47,0.37,1.00,115.25,35.25,35.75,101,50,16.48,3.25,13.87,4.55,0.24,OFF
3937,146.447,2906,53,3,230,0,4082,0,0.47,0.37,1.00,115.00,35.25,35.75,101,50,16.32,3.18,13.87,4.55,0.24,OFF
3938,146.496,2794,52,3,230,0,4082,0,0.47,0.36,1.00,114.75,34.75,35.25,101,50,15.55,2.86,13.87,4.57,0.24,OFF
3939,146.527,2765,52,3,230,0,4082,0,0.47,0.36,1.00,114.75,34.25,35.00,101,50,16.13,3.10,13.87,4.55,0.24,OFF
3940,146.576,2667,52,3,230,0,4082,0,0.47,0.36,1.00,114.50,34.00,34.50,101,50,16.27,3.16,13.87,4.55,0.24,OFF
3941,146.606,2678,55,3,230,0,4082,0,0.47,0.36,1.00,114.25,34.00,34.50,101,50,15.19,2.71,13.96,4.55,0.24,OFF
3942,146.655,2836,52,3,230,0,4082,0,0.47,0.36,1.00,114.50,34.75,35.25,101,50,16.48,3.25,13.96,4.57,0.24,OFF
3943,146.689,2845,52,3,230,0,4082,0,0.47,0.36,1.00,114.50,35.00,35.50,101,50,16.27,3.16,13.96,4.55,0.24,OFF
3944,146.721,2757,52,3,230,0,4082,0,0.47,0.36,1.00,114.50,34.50,35.00,101,50,16.32,3.18,13.96,4.57,0.24,OFF
3945,146.751,2745,52,3,230,0,4082,0,0.47,0.36,1.00,114.25,34.25,34.75,101,50,15.55,2.86,13.77,4.57,0.24,OFF
3946,146.785,2709,52,3,230,0,4082,0,0.47,0.36,1.00,114.75,34.00,34.50,101,50,16.36,3.20,13.77,4.55,0.24,OFF
3947,146.832,2693,51,3,230,0,4082,0,0.47,0.36,1.00,114.50,34.00,34.50,101,50,15.55,2.86,13.96,4.55,0.24,OFF
3948,146.862,2721,51,3,230,0,4082,0,0.47,0.36,1.00,114.75,34.25,34.75,101,50,16.08,3.08,13.96,4.55,0.24,OFF
3949,146.897,2757,51,3,230,0,4082,0,0.47,0.36,1.00,114.25,34.50,35.00,101,50,16.13,3.10,14.06,4.55,0.24,OFF
3950,146.927,2725,50,3,230,0,4082,0,0.47,0.36,1.00,114.25,34.25,34.75,101,50,16.08,3.08,14.06,4.55,0.24,OFF
3951,146.959,2705,50,3,230,0,4082,0,0.47,0.36,1.00,114.00,34.00,34.50,101,50,16.08,3.08,14.06,4.55,0.24,OFF
3952,147.007,2640,50,3,230,0,4082,0,0.47,0.36,1.00,113.75,33.75,34.25,101,50,15.41,2.80,14.06,4.55,0.24,OFF
3953,147.038,2667,50,3,230,0,4082,0,0.47,0.36,1.00,113.75,34.00,34.50,101,50,16.27,3.16,14.06,4.55,0.24,OFF
3954,147.088,2670,50,3,230,0,4082,0,0.47,0.36,1.00,114.00,34.00,34.50,101,50,15.45,2.82,13.96,4.55,0.24,OFF
3955,147.118,2604,49,3,230,0,4082,0,0.47,0.36,1.00,114.00,33.50,34.00,101,50,15.93,3.02,13.96,4.57,0.24,OFF
3956,147.168,2568,49,3,230,0,4082,0,0.47,0.36,1.00,113.75,33.25,33.75,101,50,15.79,2.96,14.06,4.57,0.24,OFF
3957,147.199,2579,49,3,246,0,4082,0,0.47,0.37,1.00,117.25,33.25,33.75,101,50,15.55,2.86,14.06,4.55,0.25,OFF
3958,147.249,2551,48,3,246,0,4082,0,0.47,0.37,1.00,117.25,33.00,33.50,101,50,15.24,2.73,13.87,4.55,0.25,OFF
3959,147.267,2554,48,3,246,0,4082,0,0.47,0.37,1.00,117.75,33.00,33.50,101,50,15.50,2.84,13.87,4.55,0.25,OFF
3960,147.297,2554,48,3,230,0,4082,0,0.47,0.37,1.00,117.75,33.00,33.50,101,50,16.08,3.08,13.87,4.55,0.24,OFF
3961,147.348,2450,47,3,246,0,4082,0,0.47,0.37,1.00,117.25,32.25,32.75,101,50,15.50,2.84,13.96,4.55,0.25,OFF
3962,147.377,2441,47,3,246,0,4082,0,0.47,0.37,1.00,117.00,32.25,32.75,101,50,15.93,3.02,13.96,4.57,0.25,OFF
3963,147.41,2444,46,3,246,0,4082,0,0.47,0.37,1.00,117.25,32.25,32.75,101,50,16.22,3.14,13.87,4.55,0.25,OFF
3964,147.441,2467,46,3,246,0,4082,0,0.47,0.37,1.00,117.25,32.25,32.75,101,50,16.32,3.18,13.87,4.55,0.25,OFF
3965,147.472,2470,46,3,246,0,4082,0,0.47,0.37,1.00,117.25,32.50,33.00,101,50,15.74,2.94,13.87,4.57,0.25,OFF
3966,147.521,2419,46,3,263,0,4082,0,0.47,0.37,1.00,117.50,31.75,32.25,101,50,16.13,3.10,13.77,4.55,0.27,OFF
3967,147.552,2376,45,3,246,0,4082,0,0.47,0.37,1.00,116.75,31.50,32.00,101,50,15.55,2.86,13.77,4.57,0.25,OFF
3968,147.601,2334,45,3,263,0,4082,0,0.47,0.38,1.00,119.25,30.75,31.25,101,50,15.89,3.00,13.96,4.57,0.27,OFF
3969,147.631,2364,45,3,263,0,4082,0,0.47,0.38,1.00,119.25,31.25,31.75,101,50,16.36,3.20,13.96,4.57,0.27,OFF
3970,147.682,2382,44,3,263,0,4082,0,0.47,0.38,1.00,120.00,31.50,32.00,101,50,15.31,2.76,13.77,4.55,0.27,OFF
3971,147.712,2352,44,3,263,0,4082,0,0.47,0.38,1.00,119.75,31.25,31.75,101,50,16.08,3.08,13.77,4.57,0.27,OFF
3972,147.732,2334,44,3,263,0,4082,0,0.47,0.38,1.00,119.25,30.75,31.25,101,50,16.32,3.18,13.87,4.55,0.27,OFF
3973,147.776,2326,44,3,263,0,4082,0,0.47,0.38,1.00,119.25,30.75,31.25,101,50,16.27,3.16,13.87,4.55,0.27,OFF
3974,147.807,2286,44,3,263,0,4082,0,0.47,0.38,1.00,118.50,30.25,30.75,101,50,15.93,3.02,13.87,4.55,0.27,OFF
3975,147.857,2253,43,3,263,0,4082,0,0.47,0.38,1.00,118.25,30.00,30.50,101,50,16.36,3.20,13.87,4.55,0.27,OFF
3976,147.888,2261,43,3,263,0,4082,0,0.47,0.38,1.00,118.25,30.00,30.50,101,50,16.27,3.16,13.96,4.55,0.27,OFF
3977,147.935,2232,42,3,263,0,4082,0,0.47,0.38,1.00,118.00,29.75,30.25,101,50,16.08,3.08,13.96,4.55,0.27,OFF
3978,147.953,2192,42,3,263,0,4082,0,0.47,0.38,1.00,118.25,29.25,29.75,101,50,15.50,2.84,13.96,4.57,0.27,OFF
3979,147.984,2198,42,3,263,0,4082,0,0.47,0.38,1.00,118.25,29.25,29.75,101,50,16.46,3.24,13.77,4.55,0.27,OFF
3980,148.018,2187,42,3,263,0,4082,0,0.47,0.38,1.00,118.75,29.25,29.75,101,50,15.93,3.02,13.77,4.57,0.27,OFF
3981,148.048,2208,41,3,263,0,4082,0,0.47,0.38,1.00,118.75,29.25,29.75,101,50,15.55,2.86,13.77,4.57,0.27,OFF
