Tune Datalog export of DL
Tune file: Race map for Sunday - TPS disabled4.bin
Total Frames: 7976
Duration :00:04:59.547
Frame,Duration,RPM,VSS(kmh),Gear,MAP(mBar),Boost(psi),PA(mBar),TPS(%),TPS Voltage(v),INJ Duration(ms),INJ Duty(%),Fuel Value,IGN Table(degrees),IGN Final(degrees),ECT(C),IAT(C),A/F Ratio,D14(v),BAT Voltage(v),ELD Voltage(v),MAP Voltage(v),MIL
6956,261.568,1901,4,1,295,0,4082,0,0.47,0.40,1.00,125.25,25.50,24.75,101,52,17.30,3.88,13.87,4.55,0.31,OFF
6957,261.6,1895,4,1,295,0,4082,0,0.47,0.40,1.00,125.00,25.50,24.75,101,52,17.30,3.88,13.77,4.55,0.31,OFF
6958,261.646,1897,4,1,295,0,4082,0,0.47,0.40,1.00,125.25,25.50,24.75,101,52,17.30,3.88,13.77,4.55,0.31,OFF
6959,261.68,1903,4,1,295,0,4082,0,0.47,0.40,1.00,125.25,25.50,24.75,101,52,17.30,3.88,13.77,4.57,0.31,OFF
6960,261.725,1892,4,1,279,0,4082,0,0.47,0.40,1.00,125.25,25.50,25.00,101,52,17.30,3.88,13.77,4.57,0.29,OFF
6961,261.758,1884,4,1,295,0,4082,0,0.47,0.40,1.00,125.25,25.50,24.75,101,52,16.32,3.18,13.77,4.57,0.31,OFF
6962,261.793,1882,4,1,295,0,4082,0,0.47,0.40,1.00,125.50,25.50,24.75,101,52,11.70,1.10,13.67,4.55,0.31,OFF
6963,261.827,1875,4,1,295,0,4082,0,0.47,0.40,1.00,125.50,25.50,24.75,101,52,11.62,1.06,13.67,4.57,0.31,OFF
6964,261.856,1875,4,1,295,0,4082,0,0.47,0.40,1.00,125.50,25.50,24.75,101,52,11.42,0.96,13.58,4.55,0.31,OFF
6965,261.905,1863,4,1,295,0,4082,0,0.47,0.40,1.00,125.75,25.25,24.50,101,52,17.30,3.84,13.58,4.57,0.31,OFF
6966,261.936,1867,4,1,295,0,4082,0,0.47,0.40,1.00,125.75,25.25,24.50,101,52,17.30,3.84,13.96,4.57,0.31,OFF
6967,261.983,1858,4,1,295,0,4082,0,0.47,0.40,1.00,124.50,25.00,24.25,101,52,17.30,3.88,13.96,4.57,0.31,OFF
6968,262.016,1849,4,1,295,0,4082,0,0.47,0.40,1.00,124.50,25.00,24.25,101,52,17.30,3.88,13.96,4.57,0.31,OFF
6969,262.062,1838,4,1,295,0,4082,0,0.47,0.40,1.00,124.50,25.00,24.25,101,52,17.30,3.88,13.96,4.57,0.31,OFF
6970,262.094,1836,4,1,295,0,4082,0,0.47,0.41,1.00,129.50,24.75,24.25,101,52,17.30,3.88,14.06,4.55,0.31,OFF
6971,262.142,1829,4,1,311,0,4082,0,0.47,0.41,1.00,129.25,24.75,24.00,101,52,17.30,3.88,14.06,4.57,0.33,OFF
6972,262.174,1825,4,1,311,0,4082,0,0.47,0.41,1.00,129.25,24.75,24.00,101,52,17.30,3.88,13.77,4.57,0.33,OFF
6973,262.223,1832,4,1,311,0,4082,0,0.47,0.42,1.00,130.00,25.00,24.25,101,52,17.30,3.88,13.77,4.55,0.33,OFF
6974,262.255,1841,4,1,311,0,4082,0,0.47,0.42,1.00,130.00,25.00,24.25,101,52,17.30,3.88,13.87,4.55,0.33,OFF
6975,262.304,1841,4,1,311,0,4082,0,0.47,0.41,1.00,129.75,25.00,24.25,101,52,17.30,3.88,13.87,4.57,0.33,OFF
6976,262.336,1856,4,1,311,0,4082,0,0.47,0.41,1.00,129.75,25.00,24.25,101,52,17.01,3.47,13.87,4.55,0.33,OFF
6977,262.372,1863,4,1,311,0,4082,0,0.47,0.41,1.00,129.75,25.25,24.50,101,52,17.20,3.55,13.87,4.57,0.33,OFF
6978,262.399,1875,4,1,311,0,4082,0,0.47,0.41,1.00,129.75,25.50,24.75,101,52,17.25,3.57,13.87,4.57,0.33,OFF
6979,262.43,1876,4,1,311,0,4082,0,0.47,0.41,1.00,129.75,25.50,24.75,101,52,16.96,3.45,13.96,4.55,0.33,OFF
6980,262.464,1897,4,1,311,0,4082,0,0.47,0.41,1.00,129.50,25.50,24.75,101,52,15.45,2.82,13.96,4.55,0.33,OFF
6981,262.493,1890,4,1,311,0,4082,0,0.47,0.41,1.00,129.50,25.50,24.75,101,52,14.57,2.45,13.96,4.55,0.33,OFF
6982,262.525,1897,4,1,311,0,4082,0,0.47,0.41,1.00,129.75,25.50,24.75,101,52,14.81,2.55,13.87,4.55,0.33,OFF
6983,262.574,1907,0,0,311,0,4082,0,0.47,0.41,1.00,129.75,25.75,25.00,101,52,11.98,1.24,13.87,4.57,0.33,OFF
6984,262.606,1907,0,0,295,0,4082,0,0.47,0.41,1.00,129.75,25.75,25.00,101,52,11.42,0.96,13.87,4.55,0.31,OFF
6985,262.653,1940,0,0,311,0,4082,0,0.47,0.42,1.00,130.00,26.25,25.50,101,52,11.05,0.80,13.87,4.55,0.33,OFF
6986,262.684,1943,0,0,295,0,4082,0,0.47,0.42,1.00,130.00,26.25,25.50,101,52,17.30,3.88,13.87,4.55,0.31,OFF
6987,262.721,1947,0,0,295,0,4082,0,0.47,0.42,1.00,130.00,26.25,25.50,101,52,17.30,3.88,13.87,4.57,0.31,OFF
6988,262.752,1955,0,0,295,0,4082,0,0.47,0.40,1.00,125.50,26.25,25.50,101,52,17.30,3.88,13.87,4.57,0.31,OFF
6989,262.801,1959,0,0,295,0,4082,0,0.47,0.40,1.00,125.50,26.25,25.50,101,52,17.30,3.88,13.87,4.55,0.31,OFF
6990,262.832,1963,0,0,295,0,4082,0,0.47,0.40,1.00,125.50,26.50,25.75,101,52,17.30,3.88,13.77,4.57,0.31,OFF
6991,262.881,1951,0,0,295,0,4082,0,0.47,0.40,1.00,125.50,26.25,25.50,101,52,17.30,3.88,13.77,4.55,0.31,OFF
6992,262.912,1949,0,0,295,0,4082,0,0.47,0.40,1.00,125.50,26.25,25.50,101,52,17.30,3.88,13.87,4.55,0.31,OFF
6993,262.957,1957,0,0,295,0,4082,0,0.47,0.40,1.00,125.50,26.25,25.50,101,52,11.42,0.96,13.87,4.57,0.31,OFF
6994,262.989,1929,0,0,295,0,4082,0,0.47,0.40,1.00,125.25,26.00,25.25,101,52,10.85,0.69,13.96,4.57,0.31,OFF
6995,263.025,1930,0,0,311,0,4082,0,0.49,0.40,1.00,125.00,26.00,25.25,101,52,11.58,1.04,13.96,4.57,0.33,OFF
6996,263.054,1929,0,0,425,0,4082,10,0.90,0.63,1.00,198.00,26.00,25.25,101,52,11.09,0.82,13.96,4.55,0.47,OFF
6997,263.086,1907,0,0,897,0,4082,23,1.41,0.89,1.00,277.00,21.25,20.50,101,52,10.97,0.76,14.06,4.55,1.04,OFF
6998,263.136,1867,0,0,1010,0,4082,25,1.49,1.09,2.00,340.75,14.00,13.25,101,52,11.54,1.02,14.06,4.57,1.18,OFF
6999,263.168,2175,0,0,1027,0.2,4082,25,1.49,1.02,2.00,320.00,16.00,15.25,101,52,11.62,1.06,13.77,4.55,1.20,OFF
7000,263.214,2596,0,0,945,0,4082,10,0.88,0.84,2.00,262.75,21.75,21.00,101,52,11.46,0.98,13.77,4.55,1.10,OFF
7001,263.245,3094,0,0,831,0,4082,4,0.67,0.78,2.00,244.75,26.75,26.00,101,52,10.82,0.67,13.96,4.55,0.96,OFF
7002,263.295,3571,0,0,555,0,4082,0,0.47,0.61,2.00,191.25,34.75,34.00,101,52,14.23,2.31,13.96,4.57,0.63,OFF
7003,263.321,3640,0,0,458,0,4082,0,0.47,0.55,2.00,171.75,38.50,37.75,101,52,14.02,2.22,13.96,4.55,0.51,OFF
7004,263.366,3795,0,0,344,0,4082,0,0.47,0.46,1.00,144.75,40.50,39.75,101,52,14.02,2.22,13.96,4.55,0.37,OFF
7005,263.396,3810,0,0,311,0,4082,0,0.47,0.44,1.00,138.00,40.50,39.75,101,52,17.30,3.84,13.96,4.57,0.33,OFF
7006,263.443,3720,0,0,263,0,4082,0,0.47,0.40,1.00,126.75,40.50,39.50,101,52,17.30,3.88,13.96,4.55,0.27,OFF
7007,263.476,3720,0,0,246,0,4082,0,0.47,0.37,1.00,117.75,40.25,39.50,101,52,17.30,3.88,13.96,4.57,0.25,OFF
7008,263.51,3654,0,0,230,0,4082,0,0.47,0.36,1.00,114.00,39.75,39.00,101,52,11.94,1.22,13.96,4.55,0.24,OFF
7009,263.539,3591,0,0,230,0,4082,0,0.47,0.36,1.00,114.00,39.25,38.50,101,52,10.92,0.73,13.96,4.55,0.24,OFF
7010,263.572,3564,0,0,230,0,4082,0,0.47,0.36,1.00,114.75,39.25,38.50,101,52,11.94,1.22,13.96,4.55,0.24,OFF
7011,263.621,3434,0,0,214,0,4082,0,0.47,0.36,1.00,111.25,38.50,37.75,101,52,15.74,2.94,13.96,4.55,0.22,OFF
7012,263.653,3378,0,0,214,0,4082,0,0.47,0.36,1.00,111.25,38.00,37.25,101,52,15.74,2.94,13.96,4.55,0.22,OFF
7013,263.7,3289,0,0,214,0,4082,0,0.47,0.36,1.00,111.25,37.50,36.75,101,52,15.74,2.94,13.96,4.57,0.22,OFF
7014,263.732,3238,0,0,311,0,4082,4,0.67,0.50,1.00,156.25,37.25,36.50,101,52,16.08,3.08,13.96,4.57,0.33,OFF
7015,263.783,3227,0,0,783,0,4082,15,1.10,0.85,2.00,267.50,28.25,27.50,101,52,15.74,2.94,13.96,4.55,0.90,OFF
7016,263.812,3402,0,0,831,0,4082,11,0.94,0.85,2.00,267.75,28.25,27.50,101,52,15.98,3.04,13.96,4.55,0.96,OFF
7017,263.861,3787,0,0,701,0,4082,11,0.94,0.68,2.00,214.00,33.00,32.25,101,52,15.50,2.84,13.96,4.55,0.80,OFF
7018,263.894,4049,0,0,571,0,4082,0,0.47,0.63,2.00,196.75,37.00,36.25,101,52,15.55,2.86,13.96,4.57,0.65,OFF
7019,263.955,4213,0,0,344,0,4082,0,0.47,0.45,2.00,142.75,42.00,41.25,101,52,15.69,2.92,13.67,4.57,0.37,OFF
7020,263.987,4166,0,0,279,0,4082,0,0.47,0.39,1.00,123.50,42.00,41.25,101,52,15.69,2.92,13.87,4.57,0.29,OFF
7021,264.022,4271,0,0,555,0,4082,7,0.78,0.85,3.00,267.50,37.25,36.50,101,52,15.31,2.76,13.87,4.57,0.63,OFF
7022,264.051,4194,0,0,962,0,4082,47,2.35,1.09,4.00,342.00,26.75,26.00,101,52,16.27,3.16,13.77,4.55,1.12,OFF
7023,264.083,4432,0,0,994,0,4082,49,2.45,1.15,4.00,359.25,25.75,25.00,101,52,16.08,3.08,13.77,4.55,1.16,OFF
7024,264.118,4844,0,0,913,0,4082,31,1.75,0.80,3.00,251.00,30.00,29.25,101,52,15.50,2.84,13.77,4.57,1.06,OFF
7025,264.147,5136,0,0,799,0,4082,12,0.96,0.60,3.00,188.75,36.50,35.75,101,52,15.69,2.92,13.58,4.55,0.92,OFF
7026,264.178,5372,0,0,555,0,4082,12,0.96,0.45,2.00,140.25,33.75,33.00,101,52,15.69,2.92,13.58,4.55,0.63,OFF
7027,264.214,5434,0,0,328,0,4082,0,0.47,0.29,1.00,92.25,44.00,36.50,101,52,15.69,2.92,13.58,4.55,0.35,OFF
7028,264.244,5419,0,0,263,0,4082,0,0.47,0.23,1.00,73.50,44.00,43.25,101,52,16.32,3.18,13.87,4.55,0.27,OFF
7029,264.275,5179,0,0,230,0,4082,0,0.47,0.21,1.00,66.75,44.00,43.25,101,52,15.74,2.94,13.87,4.55,0.24,OFF
7030,264.308,4795,0,0,198,0,4082,0,0.47,0.26,1.00,80.75,43.00,42.25,101,52,16.17,3.12,13.77,4.55,0.20,OFF
7031,264.338,4783,0,0,198,0,4082,0,0.47,0.22,1.00,70.00,43.00,42.25,101,52,16.27,3.16,13.77,4.55,0.20,OFF
7032,264.371,4584,0,0,198,0,4082,0,0.47,0.29,1.00,91.75,42.25,41.50,101,52,15.74,2.94,13.77,4.57,0.20,OFF
7033,264.42,4242,0,0,198,0,4082,0,0.47,0.32,1.00,99.50,42.00,41.25,101,52,16.13,3.10,13.96,4.55,0.20,OFF
7034,264.452,3989,0,0,198,0,4082,0,0.47,0.32,1.00,100.50,41.75,41.00,101,52,17.30,3.84,13.96,4.55,0.20,OFF
7035,264.502,3676,0,0,198,0,4082,0,0.47,0.35,1.00,109.75,39.75,39.00,101,52,17.30,3.88,13.96,4.55,0.20,OFF
7036,264.532,3498,0,0,214,0,4082,0,0.47,0.35,1.00,110.50,38.75,38.00,101,52,17.30,3.88,13.96,4.57,0.22,OFF
7037,264.564,3301,0,0,214,0,4082,0,0.47,0.52,1.00,161.75,37.75,37.00,101,52,16.13,3.10,13.87,4.55,0.22,OFF
7038,264.595,3151,0,0,425,0,4082,10,0.90,0.68,2.00,211.75,36.75,36.00,101,52,15.50,2.84,13.87,4.57,0.47,OFF
7039,264.627,2938,0,0,848,0,4082,21,1.31,0.92,2.00,286.50,25.75,25.00,101,52,16.13,3.10,13.96,4.57,0.98,OFF
7040,264.663,3029,0,0,945,0,4082,18,1.22,0.84,2.00,261.50,23.00,22.25,101,52,15.31,2.76,13.96,4.55,1.10,OFF
7041,264.691,3151,0,0,880,0,4082,4,0.67,0.79,2.00,246.75,26.00,25.25,101,52,15.55,2.86,13.96,4.57,1.02,OFF
7042,264.724,3390,0,0,653,0,4082,0,0.47,0.68,2.00,212.75,31.50,30.75,101,52,15.89,3.00,13.87,4.55,0.75,OFF
7043,264.772,3440,0,0,441,0,4082,0,0.47,0.52,1.00,164.25,38.00,37.25,101,52,16.32,3.18,13.87,4.57,0.49,OFF
7044,264.802,3390,0,0,376,0,4082,0,0.47,0.48,1.00,151.00,38.25,37.50,101,52,17.30,3.84,13.96,4.57,0.41,OFF
7045,264.849,3295,0,0,311,0,4082,0,0.47,0.44,1.00,137.00,37.50,36.75,101,52,17.30,3.90,13.96,4.55,0.33,OFF
7046,264.884,3109,0,0,344,0,4082,8,0.82,0.58,2.00,180.00,36.50,35.75,101,52,17.30,3.90,13.87,4.57,0.37,OFF
7047,264.931,2943,0,0,880,0,4082,25,1.47,1.01,2.00,315.25,22.50,24.25,101,52,15.89,3.00,13.87,4.57,1.02,OFF
7048,264.962,2934,0,0,1010,0,4082,25,1.49,1.05,3.00,328.50,20.50,19.25,101,52,15.50,2.84,13.96,4.57,1.18,OFF
7049,264.995,3342,0,0,929,0,4082,22,1.35,0.87,2.00,271.75,24.75,24.00,101,52,15.89,3.00,13.96,4.55,1.08,OFF
7050,265.025,3318,0,0,848,0,4082,2,0.59,0.81,2.00,253.50,26.25,25.50,101,52,16.13,3.10,13.96,4.57,0.98,OFF
7051,265.059,3605,5,1,653,0,4082,0,0.47,0.65,2.00,202.25,32.75,32.00,101,52,15.50,2.84,14.06,4.55,0.75,OFF
7052,265.108,3598,5,1,441,0,4082,0,0.47,0.52,2.00,161.75,39.75,38.25,101,52,15.69,2.92,14.06,4.57,0.49,OFF
7053,265.139,3585,5,1,360,0,4082,0,0.47,0.47,1.00,147.75,39.25,38.50,101,52,15.98,3.04,13.87,4.55,0.39,OFF
7054,265.188,3434,5,1,295,0,4082,0,0.47,0.43,1.00,134.75,38.25,37.75,101,52,15.55,2.86,13.87,4.55,0.31,OFF
7055,265.218,3330,5,1,279,0,4082,0,0.47,0.41,1.00,127.00,37.75,37.00,101,52,16.08,3.08,13.87,4.55,0.29,OFF
7056,265.268,3177,6,1,246,0,4082,0,0.47,0.39,1.00,122.75,37.00,36.25,101,52,15.55,2.86,13.87,4.57,0.25,OFF
7057,265.3,3114,6,1,246,0,4082,0,0.47,0.38,1.00,118.75,36.25,35.75,101,52,16.17,3.12,13.96,4.55,0.25,OFF
7058,265.339,2971,6,1,230,0,4082,0,0.47,0.36,1.00,114.75,35.75,35.00,101,52,15.74,2.94,13.96,4.55,0.24,OFF
7059,265.372,2902,6,1,230,0,4082,0,0.47,0.36,1.00,114.75,35.25,34.50,101,52,15.69,2.92,13.96,4.57,0.24,OFF
7060,265.402,2902,6,1,214,0,4082,0,0.47,0.36,1.00,114.50,35.25,34.50,101,52,16.17,3.12,13.96,4.57,0.22,OFF
7061,265.449,2802,6,1,230,0,4082,0,0.47,0.36,1.00,114.25,34.50,33.75,101,52,15.93,3.02,13.87,4.55,0.24,OFF
7062,265.474,2701,6,1,458,0,4082,14,1.06,0.65,1.00,203.50,33.00,32.25,101,52,15.69,2.92,13.87,4.55,0.51,OFF
7063,265.504,2607,6,1,750,0,4082,16,1.12,0.83,2.00,258.50,26.00,25.25,101,52,16.32,3.18,13.87,4.55,0.86,OFF
7064,265.539,2725,6,1,929,0,4082,16,1.12,0.92,2.00,289.50,22.25,21.50,101,52,15.24,2.73,13.87,4.55,1.08,OFF
7065,265.569,2990,6,1,880,0,4082,5,0.71,0.90,2.00,281.50,25.25,24.50,101,52,16.08,3.08,13.87,4.55,1.02,OFF
7066,265.603,3336,6,1,701,0,4082,0,0.47,0.71,2.00,222.25,30.25,29.50,101,52,16.13,3.10,13.87,4.55,0.80,OFF
7067,265.634,3578,6,1,539,0,4082,0,0.47,0.59,2.00,185.50,35.00,34.25,101,52,15.89,3.00,13.96,4.55,0.61,OFF
7068,265.658,3626,6,1,458,0,4082,0,0.47,0.53,2.00,167.75,38.50,37.75,101,52,16.13,3.10,13.96,4.55,0.51,OFF
7069,265.687,3683,7,1,393,0,4082,0,0.47,0.52,2.00,162.25,40.00,39.25,101,52,15.89,3.00,13.96,4.55,0.43,OFF
7070,265.72,3698,7,1,328,0,4082,0,0.47,0.45,1.00,141.25,40.00,39.25,101,52,16.08,3.08,13.96,4.55,0.35,OFF
7071,265.744,3742,7,1,295,0,4082,0,0.47,0.43,1.00,134.50,40.25,39.50,101,52,15.14,2.69,13.96,4.57,0.31,OFF
7072,265.776,3669,7,1,263,0,4082,0,0.47,0.41,1.00,127.00,39.75,39.00,101,52,15.31,2.76,13.96,4.55,0.27,OFF
7073,265.808,3585,7,1,246,0,4082,0,0.47,0.39,1.00,122.75,39.25,38.50,101,52,16.08,3.08,13.87,4.55,0.25,OFF
7074,265.84,3517,7,1,246,0,4082,0,0.47,0.38,1.00,119.50,39.00,38.25,101,52,16.13,3.10,13.87,4.55,0.25,OFF
7075,265.887,3415,7,1,230,0,4082,0,0.47,0.37,1.00,115.25,38.25,37.50,101,52,15.74,2.94,13.96,4.55,0.24,OFF
7076,265.919,3342,7,1,230,0,4082,0,0.47,0.37,1.00,115.00,37.75,37.00,101,52,16.13,3.10,13.96,4.57,0.24,OFF
7077,265.953,3194,7,1,214,0,4082,0,0.47,0.36,1.00,111.25,37.00,36.25,101,52,15.36,2.78,14.06,4.55,0.22,OFF
7078,265.984,3104,7,1,214,0,4082,0,0.47,0.36,1.00,111.25,36.75,35.75,101,52,16.27,3.16,14.06,4.55,0.22,OFF
7079,266.012,3088,7,1,311,0,4082,0,0.47,0.63,2.00,198.50,36.25,35.50,101,52,16.13,3.10,14.06,4.55,0.33,OFF
7080,266.056,2906,7,1,929,0,4082,27,1.57,1.01,2.00,315.75,21.25,22.25,101,52,15.98,3.04,13.96,4.55,1.08,OFF
7081,266.089,3063,7,1,1010,0,4082,25,1.47,1.02,3.00,320.75,20.50,19.75,101,52,15.89,3.00,13.96,4.57,1.18,OFF
7082,266.136,3564,7,1,864,0,4082,7,0.78,0.82,2.00,255.00,28.50,27.75,101,52,16.27,3.16,13.96,4.55,1.00,OFF
7083,266.163,3683,7,1,669,0,4082,0,0.51,0.71,2.00,222.25,31.50,30.75,101,52,16.13,3.10,13.96,4.55,0.76,OFF
7084,266.21,3922,7,1,490,0,4082,0,0.47,0.55,2.00,173.00,38.50,37.75,101,52,16.27,3.16,13.87,4.55,0.55,OFF
7085,266.232,3939,7,1,376,0,4082,0,0.47,0.49,2.00,152.50,41.75,41.00,101,52,16.32,3.18,13.87,4.57,0.41,OFF
7086,266.261,4023,7,1,344,0,4082,0,0.47,0.47,2.00,148.75,42.00,41.25,101,52,15.74,2.94,13.87,4.55,0.37,OFF
7087,266.294,3858,7,1,279,0,4082,0,0.47,0.42,1.00,130.75,41.00,40.25,101,52,15.89,3.00,13.67,4.57,0.29,OFF
7088,266.327,3742,7,1,263,0,4082,0,0.47,0.39,1.00,122.50,40.25,39.50,101,52,16.13,3.10,13.67,4.55,0.27,OFF
7089,266.358,3720,7,1,246,0,4082,0,0.47,0.38,1.00,118.75,40.25,39.50,101,52,15.65,2.90,13.87,4.55,0.25,OFF
7090,266.405,3491,7,1,230,0,4082,0,0.47,0.37,1.00,115.50,38.75,38.00,101,52,15.93,3.02,13.87,4.57,0.24,OFF
7091,266.437,3402,7,1,214,0,4082,0,0.47,0.37,1.00,115.50,37.75,37.50,101,52,15.55,2.86,13.87,4.55,0.22,OFF
7092,266.484,3227,7,1,214,0,4082,0,0.47,0.36,1.00,111.50,36.75,36.50,101,52,16.32,3.18,13.87,4.55,0.22,OFF
7093,266.517,3053,7,1,360,0,4082,15,1.10,0.57,1.00,179.50,36.25,35.50,101,52,16.13,3.10,14.06,4.57,0.39,OFF
7094,266.554,2893,7,1,1010,0,4082,34,1.86,1.09,3.00,342.00,20.00,19.25,101,52,16.27,3.16,14.06,4.57,1.18,OFF
7095,266.582,2893,7,1,1043,0.44,4082,35,1.90,1.10,3.00,343.00,19.50,18.25,101,52,16.13,3.10,14.06,4.57,1.22,OFF
7096,266.614,3272,8,1,994,0,4082,23,1.41,0.92,3.00,287.00,21.75,21.00,101,52,15.24,2.73,13.87,4.55,1.16,OFF
7097,266.646,3598,8,1,815,0,4082,10,0.90,0.78,2.00,245.75,30.25,29.50,101,52,15.55,2.86,13.87,4.57,0.94,OFF
7098,266.676,3772,8,1,718,0,4082,0,0.47,0.76,2.00,239.50,32.50,31.75,101,52,16.08,3.08,13.87,4.55,0.82,OFF
7099,266.709,3914,8,1,539,0,4082,0,0.47,0.59,2.00,183.50,37.00,36.25,101,52,16.08,3.08,13.87,4.55,0.61,OFF
7100,266.757,3890,8,1,360,0,4082,0,0.47,0.47,2.00,148.75,41.50,40.50,101,52,15.19,2.71,13.87,4.55,0.39,OFF
7101,266.79,3842,8,1,311,0,4082,0,0.47,0.44,1.00,138.25,40.75,40.00,101,52,15.55,2.86,13.67,4.55,0.33,OFF
7102,266.836,3676,8,1,263,0,4082,0,0.47,0.41,1.00,127.75,39.75,39.00,101,52,16.22,3.14,13.67,4.57,0.27,OFF
7103,266.873,3498,8,1,246,0,4082,0,0.47,0.38,1.00,119.00,38.50,38.00,101,51,15.89,3.00,14.06,4.55,0.25,OFF
7104,266.918,3260,8,1,230,0,4082,0,0.47,0.37,1.00,115.00,37.50,36.75,101,51,16.08,3.08,14.06,4.55,0.24,OFF
7105,266.949,3140,9,1,230,0,4082,1,0.53,0.36,1.00,114.75,36.25,36.00,101,51,16.27,3.16,13.96,4.55,0.24,OFF
7106,266.982,2925,9,1,588,0,4082,19,1.24,0.82,2.00,256.50,26.50,29.75,101,52,16.13,3.10,13.96,4.57,0.67,OFF
7107,267.014,2823,9,1,962,0,4082,24,1.45,0.98,2.00,305.25,21.50,20.75,101,52,15.50,2.84,13.96,4.55,1.12,OFF
7108,267.045,2884,9,1,1010,0,4082,25,1.47,1.01,2.00,315.25,20.00,19.25,101,52,15.74,2.94,13.96,4.57,1.18,OFF
7109,267.094,3336,9,1,848,0,4082,3,0.61,0.80,2.00,251.50,27.50,26.75,101,52,16.08,3.08,13.96,4.57,0.98,OFF
7110,267.126,3396,9,1,701,0,4082,3,0.61,0.68,2.00,212.75,30.75,30.00,101,52,15.74,2.94,13.96,4.57,0.80,OFF
7111,267.167,3511,9,1,458,0,4082,3,0.61,0.55,2.00,172.50,37.75,37.00,101,52,15.89,3.00,14.06,4.57,0.51,OFF
7112,267.199,3491,10,1,393,0,4082,0,0.47,0.50,1.00,157.50,38.75,38.00,101,52,16.13,3.10,14.06,4.55,0.43,OFF
7113,267.231,3390,10,1,344,0,4082,0,0.47,0.46,1.00,144.25,38.25,37.50,101,51,15.93,3.02,14.06,4.55,0.37,OFF
7114,267.263,3306,10,1,311,0,4082,0,0.47,0.44,1.00,137.25,37.50,37.00,101,51,15.45,2.82,13.87,4.55,0.33,OFF
7115,267.294,3172,10,1,279,0,4082,0,0.47,0.41,1.00,129.75,37.00,36.25,101,51,15.31,2.76,13.87,4.57,0.29,OFF
7116,267.326,3033,11,1,263,0,4082,0,0.47,0.39,1.00,122.25,36.00,35.25,101,51,15.50,2.84,13.87,4.55,0.27,OFF
7117,267.361,2853,11,1,376,0,4082,5,0.71,0.53,1.00,165.50,35.00,25.50,101,51,16.08,3.08,14.06,4.57,0.41,OFF
7118,267.39,2729,11,1,604,0,4082,13,1.02,0.66,2.00,205.75,29.00,17.00,101,51,15.55,2.86,14.06,4.55,0.69,OFF
7119,267.424,2520,11,1,864,0,4082,14,1.06,0.81,2.00,252.25,23.75,23.00,101,51,16.13,3.10,13.96,4.57,1.00,OFF
7120,267.459,2615,11,1,848,0,4082,5,0.71,0.74,2.00,232.00,24.25,23.50,101,51,15.55,2.86,13.96,4.57,0.98,OFF
7121,267.488,2693,11,1,685,0,4082,0,0.47,0.68,2.00,211.00,27.50,26.75,101,51,16.08,3.08,13.96,4.55,0.78,OFF
7122,267.517,2802,11,1,588,0,4082,0,0.47,0.61,1.00,192.50,29.75,29.00,101,51,15.31,2.76,14.06,4.55,0.67,OFF
7123,267.552,2871,12,1,490,0,4082,0,0.47,0.57,1.00,177.00,32.75,32.00,101,51,16.13,3.10,14.06,4.57,0.55,OFF
7124,267.588,2875,12,1,393,0,4082,0,0.47,0.48,1.00,151.75,35.25,34.50,101,51,16.13,3.10,13.77,4.55,0.43,OFF
7125,267.616,2836,12,1,360,0,4082,0,0.47,0.46,1.00,145.00,34.75,34.00,101,51,15.55,2.86,13.77,4.57,0.39,OFF
7126,267.648,2729,12,1,328,0,4082,0,0.47,0.43,1.00,135.75,34.25,33.50,101,51,16.13,3.10,13.96,4.55,0.35,OFF
7127,267.681,2686,12,1,344,0,4082,6,0.75,0.42,1.00,132.25,33.75,26.50,101,51,15.00,2.63,13.96,4.55,0.37,OFF
7128,267.711,2582,12,1,604,0,4082,18,1.20,0.68,1.00,212.75,28.25,27.50,101,51,16.13,3.10,13.96,4.55,0.69,OFF
7129,267.759,2388,12,1,1010,0,4082,22,1.37,0.97,2.00,304.25,18.00,2.00,101,51,16.22,3.14,13.96,4.55,1.18,OFF
7130,267.794,2422,13,1,945,0,4082,6,0.75,0.86,2.00,268.75,20.25,19.50,101,51,16.13,3.10,13.96,4.55,1.10,OFF
7131,267.819,2626,13,1,848,0,4082,0,0.51,0.73,2.00,227.00,24.50,23.75,101,51,15.05,2.65,13.87,4.57,0.98,OFF
7132,267.85,2737,13,1,734,0,4082,0,0.47,0.67,2.00,209.00,28.00,26.00,101,51,16.22,3.14,13.87,4.55,0.84,OFF
7133,267.886,2943,13,1,506,0,4082,0,0.47,0.58,1.00,181.00,32.25,31.50,101,51,16.22,3.14,13.87,4.57,0.57,OFF
7134,267.919,2952,13,1,425,0,4082,0,0.47,0.52,1.00,163.75,35.50,34.75,101,51,16.17,3.12,13.96,4.55,0.47,OFF
7135,267.948,2980,13,1,393,0,4082,0,0.47,0.49,1.00,152.50,35.75,35.00,101,51,16.13,3.10,13.96,4.55,0.43,OFF
7136,267.995,2893,13,1,328,0,4082,0,0.47,0.44,1.00,138.75,35.25,34.50,101,51,16.08,3.08,13.96,4.55,0.35,OFF
7137,268.024,2806,13,1,360,0,4082,7,0.76,0.51,1.00,160.25,34.50,27.75,101,51,15.93,3.02,13.96,4.55,0.39,OFF
7138,268.059,2705,13,1,831,0,4082,15,1.10,0.81,2.00,253.50,24.75,13.25,101,51,15.93,3.02,13.96,4.57,0.96,OFF
